name|cost_info|price|schedule_info|historic_info|long_info|short_info|activities_info|longitude|latitude|province_id|type_place_id
MUSEO MUNICIPAL DE TEATRO|Libre|0|Visitas guiadas: 1er. Domingo de cada mes a las 15:00 horas, Martes y jueves a las 11:00 y a las 15:00 horas, Sábados a las 15:00 horas|-|"Inaugurado el 26 de julio de 1966, ocupó inicialmente el Teatro Segura, siendo dirigido durante sus primeros 24 años por el reconocido crítico de canto literario, Alejandro Yori, quien organizó la primera muestra.
Expone la evolución de los teatros en nuestra ciudad, desde la época virreinal, comenzando por los denominados “Corrales de Comedias”, escenificaciones teatrales que se realizaban en patios y espacios públicos virreinales, rodeados de pasadizos y balcones, que simulaban tribunas; hasta los teatros limeños con infraestructura propia, como el Teatro Segura, considerado el teatro más antiguo de Latinoamérica, hasta el moderno Teatro Municipal de Lima.
Así, se muestran vestuarios, fotografías, avisos, programas y otros objetos relacionados con el teatro, zarzuela, cine, ópera y las artes escénicas en general; destacando la coronilla de flores y zapatos de la bailarina Alicia Alonso; el primer vestido de la bailarina Lucy Telge, las zapatillas de Marcel Marceau, el busto de Pepe Vilar, la batuta de Robert Shaw y el vestuario de Juan Diego Flores, entre otros artículos históricos del mundo del teatro.
La exposición audiovisual proyecta el archivo fotográfico del Teatro Segura con las fotos de las personalidades más importantes del teatro, el ballet y la zarzuela. También reúne las muestras museográficas del Teatro Municipal de Lima, Teatro Segura y Sala Alzedo."|Expone la evolución de los teatros en nuestra ciudad, desde la época virreinal|Visitas guiadas gratuitas. Se puede tomar fotografías y filmaciones. Presentan servicios de guiado. Idioma: español.|-12.0640313|-77.0367776|Lima|Manifestaciones culturales
PALACIO ARZOBISPAL DE LIMA|Previa presentación de boleto o ticket (especificará tarifa: niños, adultos, estudiantes, etc.) Adultos: S/ 20.00, Estudiantes y adultos mayores nacionales: S/. 5.00, Escolares: S/. 2.00|20|Lunes a viernes de 09:00 a 17:00 horas  / Sábados de 10:00 a 13:00 horas|-|Inaugurado el 8 de diciembre de 1924, su diseño arquitectónico se basó en el Palacio Torre Tagle. En sus balcones se halla la escultura de Santo Toribio de Mogrovejo, patrono protector del Arzobispado. El museo presenta una gran colección de pinturas, esculturas y artículos litúrgicos con motivos religiosos, muchos de ellos provenientes de monasterios y conventos de la ciudad, así como de colecciones privadas. Sus salas y ambientes pertenecieron a la Arquidiócesis de Lima. Destaca la capilla principal barroca, de las más destacadas del Centro Histórico de Lima. El primer nivel exhibe obras de arte religiosos de los siglos XVI, XVII y XVIII, destacando la colección sobre la Virgen María, desde su nacimiento hasta su asunción. La segunda planta expone cuadros, muebles y otros ornamentos religiosos de distintas épocas. El tercer piso alberga el archivo de la Catedral y los talleres de restauración.|Inaugurado el 8 de diciembre de 1924, su diseño arquitectónico se basó en el Palacio Torre Tagle. |Se puede realizar estudios e investigación, y está permitido el uso de fotografías y filmaciones. También presentan servicios de guiado. Idioma: Inglés, italiano, francés y portugués|-12.0460756|-77.0296573|Lima|Manifestaciones culturales
PALACIO MUNICIPAL DE LIMA|Semi-restringido (previo permiso). Para delegaciones, grupos, colegios y público en general; previa coordinación con una carta dirigida al Alcalde.|0|Lunes a viernes de 09:00 a 17:30 horas  /  -Sábados y domingos: Para todas las visitas, previa presentación de carta dirigida al Alcalde y coordinaciones respectivas.|-|"El Cabildo de la ciudad de Lima, conocido en la actualidad como Municipalidad Metropolitana de Lima, fue fundado el 22 de enero de 1535 por Francisco Pizarro, y su primer Alcalde fue Don Nicolás de Rivera ""El Viejo"". El Palacio Municipal originalmente ocupó el espacio que actualmente le corresponde al Palacio Arzobispal y en 1548 que se trasladó a su ubicación actual.
Este edificio se ha visto afectado por una serie de fatalidades, siendo los más recordados el terremoto del 28 de octubre de 1746, el cual devastó el 90% de las edificaciones civiles en Lima y el incendio del 3 de noviembre de 1923, por lo cual fue reemplazado y reinaugurado el 28 de julio de 1944 por el alcalde Luis Gallo Porras. 
El actual Palacio Municipal de Lima, con fachada neocolonial e interiores renacentistas fue obra del Arq. Emilio Harth Terré, mientras que la distribución y trabajos arquitectónicos de interiores estuvo a cargo del Arq. Ricardo de Jaxa Malachowski, quien impuso un estilo renacentista francés.
En su interior es posible observar una decoración de estilo renacentista francés. Al ingreso se ubican dos esculturas con base de ónix, dos escaleras simétricas de mármol blanco y un vitral en la parte superior de influencia francesa. En el segundo nivel se encuentra el Salón de Recepciones donde se albergan dos pinturas de Ignacio Merino; el Salón de Sesiones en donde se firmó el Acta de la Independencia del Perú el 15 de Julio de 1821 y el Salón de Embajadores, donde se encuentra parte de la obra del pintor Teófilo Castillo. Cabe resaltar que el edificio tiene cuatro niveles, pero sólo se permite el ingreso de visitantes a los dos primeros niveles. Asimismo, en el segundo piso se encuentra el Hall de los Héroes con los bustos de los principales héroes nacionales; el Hall de los Alcaldes, donde se aprecian las fotografías de todos los alcaldes de la Municipalidad de Lima desde el año 1900 y la Biblioteca Municipal, la cual fue inaugurada el 29 de junio de 1945, fue obra del maestro José Caycho."|El Cabildo de la ciudad de Lima, conocido en la actualidad como Municipalidad Metropolitana de Lima, fue fundado el 22 de enero de 1535 por Francisco Pizarro.|Se pueden realizar eventos. Presentan servicios de guiado. Idioma: español, inglés y francés|-12.0452|-77.0311|Lima|Manifestaciones culturales
PALACIO TORRE TAGLE|Sólo se puede visitar el patio principal los fines de semana y feriados, de manera libre.|0|Sábados y domingos de 10:00 a 17:00 horas / Feriados 10:00 a 17:00 horas|-|El Palacio Torre Tagle es la sede del Ministerio de Relaciones Exteriores del Perú, construido desde principios del siglo XVIII e inaugurado en 1735. Sus famosos balcones se mantuvieron fijos pese al terremoto de 1746. Debe su nombre a su propietario José Bernardo de Torre Tagle y Bracho, quien en 1730, recibió el título de Marqués de Torre Tagle. El estilo arquitectónico de la edificación presenta una fusión de signos moros, andaluces, asiáticos y criollos. En 1918, el Estado peruano compró el Palacio Torre Tagle y la asignó como sede del Ministerio de Relaciones Exteriores. El palacio fue restaurado mediante trabajos realizados entre 1954 y 1956, mientras que los balcones fueron restaurados en 1993. Sólo se puede visitar el patio del palacio los sábados, domingos y feriados, en este lugar destaca el carruaje del siglo XVIII, utilizado por el Marques de Torre Tagle.|El Palacio Torre Tagle es la sede del Ministerio de Relaciones Exteriores del Perú.|Se puede tomar fotografías y filmaciones.|-12.04862028|-77.02948039|Lima|Manifestaciones culturales
QUINTA HEEREN |Semi-restringido (previo permiso)|0|Viernes a domingo de 09:00 a 17:00 horas.|-|"Es un conjunto habitacional erigido alrededor de 1890. El Ing. a cargo de la obra fue el alemán Oscar Heeren Massa, quien también fue cónsul de Perú en Japón. Es un emblemático predio republicano compuesto por diversas edificaciones dispuestas en torno a tres sectores paisajísticamente diferenciados: la plazuela central, rodeada de pabellones de dos plantas emplazados escenográficamente con remates y buhardilla, de notable influencia académica europeizante y bucólica; la “villa” compuesta por edificaciones residenciales de 1 y 2 plantas, de la década de 1930; y el antiguo bosque paisajista, integrado por diversos chalets pintoresquistas, dispersos y emplazados en torno a una laguna con mirador. 

Destaca en este último sector, la quinta virreinal del Remedio, edificio de dos niveles del siglo XVIII, de marcado estilo rococó, que fuera modificado hacia fines del XIX en dos de sus frentes bajo la influencia pintoresca ecléctica. Su cara virreinal es identificable por su extenso balcón esquinero de cajón. Por su singularidad, esta edificación resulta única en su género como villa campestre aun en pie en Lima."|Es un emblemático predio republicano compuesto por diversas edificaciones dispuestas en torno a tres sectores paisajísticamente diferenciados.|Los Pabellones que rodean la Plaza o Patio Central no son visitables. Apreciación de muestras o actividades artísticas y también presentan realización de eventos, se puede realizar estudios e investigación, y está permitido el uso de fotografías y filmaciones|-12.04928|-77.018137|Lima|Manifestaciones culturales
SANTUARIO Y MONASTERIO DE LAS NAZARENAS|El ingreso a la iglesia es libre. En cuanto al museo, maneja la siguiente tarifa: Público general: S/ 5.00, Universitarios: S/ 3.00, Escolares en grupo: S/ 1.00, Menores de 12 años: Gratuito|5|Martes a sábado de 09:00 a 17:00 horas / Domingos de 09:00 a 14:00 horas / Todo octubre de 09:00 a 19:00 horas|-|"El santuario y monasterio están ligados a la historia a la venerada imagen del Señor de los Milagros, pintada a mediados del siglo XVII. Pese al fuerte terremoto de 1655, la imagen del Cristo Morado de Pachacamilla quedó intacta, por lo que se le consideró milagroso. En 1771, gracias a la donación del español Sebastián Antuñano y de los buenos oficios del Virrey Amat, se inauguró el templo, manteniendo su diseño original y en cuyo frontis se aprecia una combinación de estilo rococó y barroco. En la iglesia y santuario destaca la “Capilla de la Reconciliación”, complejo con más de 2500 m2 y con capacidad para 500 personas.
El monasterio se halla al costado del santuario y las Madres Nazarenas Carmelitas Descalzas son las guardianas del culto a la sagrada imagen. Aquí se destina un lugar al Museo del Señor de los Milagros, inaugurado el 21 de octubre del 2014, museo conformado por 6 salas y 3 pisos, para mostrar las reliquias y obras de arte, conseguidas para la inauguración de la iglesia en 1771, así como para narrar la historia de la devoción al Señor de los Milagros."|El santuario y monasterio están ligados a la historia a la venerada imagen del Señor de los Milagros.|Visita y participación en actividades de vida cotidiana de la comunidad, realización de actividades religiosas o patronales. Tambien se pueden realizar eventos, tomar fotografias y filmaciones y realizar estudios e investigación. Además, se puede realizar compras de artesanía / Souvenir. También presentan servicios de guiado. Idioma: Inglés, italiano, francés y portugués|-12.045572|-77.037422|Lima|Manifestaciones culturales
PARQUE DE LA MURALLA|Libre|0|Martes a domingo de 09:00 a 19:00 horas|-|"Inaugurado en 2004 y construido a un costado de la margen izquierda del río Rímac, en un área de 25,000 m2 y 6000 m2 de áreas verdes en 2 niveles. Debe su nombre a los restos de la muralla colonial que circundaba y protegía Lima, con 300 metros lineales restaurados y la estatua de Francisco Pizarro que se hallaba en la Plaza Perú. Este parque cuenta con establecimientos y servicios como restaurante, áreas de juegos para niños, sala de lectura infantil, gimnasio, tiendas de artesanías, fuente en la alameda central, anfiteatro y explanada para eventos con capacidad para más de 2500 personas, la laguna de los cisnes y un Mini Zoológico con aves exóticas. 
Los restos de la antigua muralla colonial exhibida datan de fines del siglo XVII y fue construido con piedras amasadas, cal, arena y ladrillos."|Inaugurado en 2004 y construido a un costado de la margen izquierda del río Rímac, en un área de 25,000 m2 y 6000 m2 de áreas verdes en 2 niveles|Apreciación de muestras o actividades artísticas y también presentan realización de eventos. Puedes tomar fotografías y filmaciones. También puedes como artesanías / Souvenir. Además, vas a poder apreciar diferentes aves.|-12.0445556|-77.02622222222222|Lima|Manifestaciones culturales
TEATRO MUNICIPAL DE LIMA|Libre|0|Visitas Guiadas al Teatro Municipal de Lima: 1er. Domingo de cada mes a las 15:00 horas / Martes y Jueves a las 11:00 horas y a las 15:00 horas / Sábados a las 15:00 horas|-|"Inaugurado el 28 de julio de 1920 con el nombre de Teatro Forero, obra del ingeniero peruano Alfredo Viale, con la colaboración del Arq. Francés Claudio Sahut. En 1929 el teatro se convirtió en propiedad de la Municipalidad de Lima, por lo que cambió su nombre a Teatro Municipal de Lima, contando con 1190 m2 aproximadamente. El frontis, terminado en 1938 fue diseñado por el Arq. Ricardo Malachowski, con estilo neoclasicista y neobarroco. Debido al terremoto de 1974, el teatro fue cerrado y se construyó un nuevo ambiente, entre 1982 y 1998. 
En 1988 el Teatro Municipal sufrió un incendio, siendo restaurado y reinaugurado el 11 de octubre de 2010. Esta última reconstrucción incluyó 1199 butacas, 42 palcos, 6 salas de ensayo, 6 camerinos principales y 10 colectivos, 2 bloques de escalera de evacuación, Salón de los Espejos, Hall de ascensores, Salón de los Espejos y la Plazuela de las Artes. Esta reconstrucción siguió el diseño original del edificio."|Inaugurado el 28 de julio de 1920 con el nombre de Teatro Forero, obra del ingeniero peruano Alfredo Viale, con la colaboración del Arq. Francés Claudio Sahut.|Visita y participación en actividades de vida cotidiana de la comunidad, se va a poder apreciar muestras o actividades artísticas y de vez en cuando se realizarán ferias. Tambien se pueden realizar eventos, tomar fotografias y filmaciones . Además, presentan servicios de guiado. Idioma: Inglés, italiano, francés y portugués. Ingreso gratuito en las Visitas Guiadas al Teatro Municipal de Lima|-12.04525|-77.03502777777777|Lima|Manifestaciones culturales
MUSEO NUMISMÁTICO DEL PERÚ |Libre|0|Lunes a Viernes de 10:00am a 4:30pm | - |"Alberga una importante colección numismática la cual ha sido instalada en el antiguo local del Tribunal Mayor de Cuentas (Casa de la Moneda), ocupando todos los ambientes del segundo nivel.
La exposición está orientada a facilitar el conocimiento de la moneda, el proceso de fabricación, los cambios técnicos y el arte contenido en ella, permite a los visitantes acceder a la historia económica de nuestro país.
La exposición numismática se ha organizado a partir de un guión que conjuga lo cronológico con lo temático, es así que el público, a través de las cinco salas tendrá el conocimiento sobre la historia de la moneda.
En cuanto al acervo numismático, cabe destacar que por ser este Museo Numismático del Perú parte del Instituto Emisor (Banco Central de Reserva del Perú), resulta natural contar con una extensa colección que incluye desde las primeras monedas llegadas a América con los conquistadores, hasta las más recientes acuñaciones. Podemos mencionar algunas piezas como las valiosas y raras monedas ""rincones"", ""rochunas"", ""patacones"", ""peluconas"", ""columnarias"" y ""macuquinas"", hasta las monedas contemporáneas como el Sol de Plata, la Libra peruana de Oro, el Inca, el Inti y el Nuevo Sol."|Alberga una importante colección numismática la cual ha sido instalada en el antiguo Tribunal Mayor de Cuentas. |"Podra visitar 
Sala 1: Los orígenes.- De la fundación de la Casa Nacional de Moneda a la Independencia.
Sala 2: Inicios de la República.- Del Sol de Plata a la Libra Peruana.
Sala 3: El Banco de Reserva, el Banco Central de Reserva y el Sol de Oro.
Sala 4: Billetes Peruanos.
Sala 5: Medallas peruanas."|-77.02409008465577|-12.0491627839009|Lima|Manifestaciones culturales
 MUSEO ELECTORAL Y DE LA DEMOCRACIA|Libre|0|Todo el año de Lunes a Viernes de 8:00 am. a 4:00 pm / Sábados 9:00 am. a 5:00pm| - |Fue creado en diciembre del 2005. Es el espacio cultural del Jurado Nacional de Elecciones, el cual reúne un valioso patrimonio como objetos y testimonios que reflejan los 200 años de historia electoral y política en el Perú. La muestra hace posible un recorrido cronológico en la historia electoral del país, se presentan invalorables objetos originales que datan desde 1828 asimismo con un resumen de la labor que, en el presente, realiza el JNE.|Fue creado en diciembre del 2005. Es el espacio cultural del Jurado Nacional de Elecciones, el cual reúne un valioso patrimonio como objetos y testimonios. |La muestra hace posible un recorrido cronológico en la historia electoral del país|-77.033433|-12.052555|Lima|Manifestaciones culturales
 MUSEO DE ARTE ITALIANO|Previa presentación de boleto o ticket(especificará tarifa:niños, adultos, estudiantes, etc) Niño S/. 1.00 Estudiante y Jubilado S/. 2.00 Adulto S/. 3.00.|3|Todo el Año de Martes - Viernes 10 a.m. a 5:00 p.m. / Sábado 11 a.m. a 3:00 p.m.| - |De estilo renacentista el Museo de Arte Italiano, fue entregado al estado peruano por parte de la comunidad italiana, residente en el país, en el marco de las celebraciones por el Centenario de la Independencia del Perú, el 11 de noviembre de 1923 y abierto al público el 23 de marzo de 1924. El edificio es rectangular con ábsides en los extremos, su diseño se asemeja a un cofre y ocupa un área de 800 m2. Fue diseñado por arquitecto milanés Gaetano Moretti. La fachada se completa con los escudos de las principales ciudades italianas y dos gigantescos mosaicos, hechos por la Asociación de Mosaicistas Venecianos. La puesta en funcionamiento de este singular museo ha significado poner al alcance de la comunidad la obra pictórica y escultórica de grandes maestros de la pintura italiana de principios del siglo XX. En la exposición permanente bajo la tutela inicial de Mario Vannini, se encuentra gran parte de la colección original de más de 200 obras de 160 artistas diferentes.Tras varios años de funcionamiento, el museo pasó a ser administrado por el Instituto Nacional de Cultura del Perú en 1972, luego la institución recibió nuevas donaciones de artistas italianos contemporáneos en 1989 y 1990, y la colección se incrementó con 35 obras más. Aunque no se puede apreciar el movimiento de vanguardia en el Museo, cuenta con una importante biblioteca, cuya colección destaca por sus volúmenes acerca del arte italiano. También, el museo ofrece el programa Explorando el Museo; un programa didáctico y entretenido para niños desde los tres años en adelante y público en general; consistente en el desarrollo de unos ejercicios para que el público pueda descubrir el museo de manera didáctica.|De estilo renacentista el Museo de Arte Italiano, por parte de la comunidad italiana, residente en el país, ademas cuenta con una importante biblioteca. |Ofrece el programa Explorando el Museo; un programa didáctico y entretenido para niños desde los tres años en adelante y público en general.|-77.0367925509261|-12.058479769743677|Lima|Manifestaciones culturales
MUSEO ETNOGRAFICO DEL C.C JOSÉ PÍO AZA|Previa presentación de boleto o ticket(especificará tarifa:niños, adultos, estudiantes, etc) Adultos: S/. 2.00 - Univ. S/. 2.00 - Niños y adultos mayores: S/ 1.00|2|Todo el Año de Lunes a viernes de 09:00 a.m. a  05:00 p.m.| - |Fundado en 2003 por los Misioneros Dominicos, el Museo Etnográfico Amazónico “José Pío Aza” está instalado en un inmueble del siglo XIX. Difunde las culturas amazónicas del Sur Oriente del Perú, en un permanente trabajo de identificación, rescate y promoción cultural iniciado a principios del siglo XX y fundamentado en exploraciones, investigaciones, estudios y publicaciones geográficas, lingüísticas, antropológicas y etnológicas; realizadas por las Misiones Dominicas. Precisamente, José Pío Aza fue un Misionero Dominico español, gran defensor de los pueblos indígenas frente a los abusos generados por la explotación del caucho –entre fines del siglo XIX y principios del XX-. La colección etnográfica dispone de alrededor de 1000 piezas, las cuales se presentan a través de tres amplias salas con exposiciones permanentes. Luego de la tercera sala, y terminando el recorrido, se puede apreciar la recreación de una casa tradicional “Yine” o “Piro”. En todas las salas, las piezas etnológicas expuestas, según su naturaleza, se clasifican en diversos grupo.Todos los elementos etnográficos amazónicos son bienes muebles en buen estado de conservación, que junto a los perfiles etnográficos, mapas, infografías, archivos fotográficos históricos y representaciones de los hogares tradicionales, configuran un espacio museológico que forma parte de la Red de Museos del Centro Histórico de Lima y que contribuye a brindar mayor conocimiento y comprensión sobre la cultura, costumbres y cosmovisión de los “Yine”; “Harakbut“; “Eseja”; y “Machiguenga” (pueblos amazónicos peruanos que habitan desde hace cientos de años). El museo es parte del Centro Cultural “José Pío Aza”, que también cuenta con Auditorio, Biblioteca, Sala de Lectura y un amplio patrimonio documental lingüístico, fotográfico y antropológico, al servicio de la investigación, la conservación y la educación sobre los pueblos y etnias de nuestra Amazonía.|Fundado en 2003 por los Misioneros Dominicos, el Museo Etnográfico Amazónico “José Pío Aza” difunde las culturas amazónicas del Sur Oriente del Perú.|"Podra visitar: 
Sala 1: Muestra la geografía, historia y las experiencias de las misiones dominicas con las comunidades originarias, misiones no sólo evangelizadoras, sino también antropológicas y científicas ( introducción al espacio amazónico)
Sala 2: Muestra infografías, caracterizaciones y piezas de las etnias de Madre de Dios.
( entre las salas 2 y 3 se halla una representación de un hogar tradicional Machiguenga)
Sala 3 : Expone la ritualidad y los saberes ancestrales de la medicina tradicional amazónica de estos pueblos originarios, incluyendo el Chamanismo y las sesiones de Ayahuasca (explica la importancia de la flora amazónica para la farmacología y cosmética mundial)"|-77.03612900000002|-12.043071000000001|Lima|Manifestaciones culturales
CASA MUSEO DE LA LITERATURA|Libre|0|Todo el Año de martes a domingos de 10:00 a.m. - 07:00 p.m| - |Inaugurada el 20 de octubre del 2009 e instalada en el inmueble de la antigua estación de trenes, conocido como “Estación de Desamparados, durante el siglo XVII. La edificación, abierta al público en 1912, sirvió como estación principal y terminal de Lima para el servicio de transporte en tren, así como oficinas del Ferrocarril Central. La Casa de la Literatura tiene como objetivo incentivar el interés por la lectura, y el conocimiento de la evolución literaria y sus principales representantes.. Está compuesto de 16 salas de exposición, 13 permanentes y 3 temporales, para la memoria de los íconos de la literatura peruana, para las nuevas generaciones de escritores, y también se encuentra una sala de literatura infantil. Pertenece a la Red de Museos del Centro Histórico de Lima y la museografía, presenta infografías, material multimedia y libros en las salas (para la interacción del público) y obras de los literatos peruanos, obras teatrales y programas literarios. El patrimonio bibliográfico de la casa cuenta con aproximadamente 20 mil libros, entre las numerosas salas permanentes, ordenadas cronológicamente y siguiendo las distintas etapas de la literatura peruana. La Casa de la Literatura cuenta además con un espacio especial para niños, la Sala de Literatura Infantil Cota Carvallo. Al bajar por las imponentes escaleras que dan al sótano, vemos el denominado “Circuito de la Literatura Viva”, dedicado a los autores contemporáneos, y las tres salas de exposición temporal. Aquí se halla la sala dedicada a la biblioteca Mario Vargas Llosa, repleta de libros al alcance de la mano. Los nuevos literatos también disponen de un espacio de exhibición, promoción y venta de sus obras, permitiendo al visitante leer sus libros. Complementando las salas descritas, se cuenta el Café Literario, espacio especialmente acondicionado para la lectura y el estudio, en un acogedor ambiente ubicado entre la parte principal de la casa y los rieles del Ferrocarril Central del Perú.|Inaugurada el 20 de octubre del 2009, pertenece a la Red de Museos del Centro Histórico de Lima y la museografía, este presenta infografías, material multimedia, obras literatas, etc.|Los visitantes que ingresen van a poder desarrollar seminarios, talleres de escritura y lectura, de una manera amena y educativa|-77.02888505522537|-12.044509884188814|Lima|Manifestaciones culturales
MUSEO DE ARQUEOLOGÍA Y ANTROPOLOGÍA UNMSM|Libre / En algunas exepeciones previa presentación de boleto o ticket(especificará tarifa:niños, adultos, estudiantes, etc) |0|Todo el Año de Lunes y Sab: 10 am. a 1:00 pm. - 2:00 pm. a 5:00 pm.| - |El Museo de Arqueología y Antropología de la Universidad Nacional Mayor de San Marcos fue fundado por el Dr. Julio C. Tello en 1919. Antiguamente se llamó Museo de Arqueología y Etnología. Hoy es parte integrante del Centro Cultural de San Marcos y funciona en las instalaciones de la tradicional Casona del Parque Universitario. Sus colecciones abarcan objetos culturales: líticos, textiles, cerámicas, metales y material orgánico. Además de un valioso patrimonio documental: el Archivo Tello y el Archivo Rebeca Carrión Cachot. Un conjunto apreciable de sus materiales fueron trasladados al Museo Nacional de Arqueología, Antropología e Historia del Perú en 1946.|El Museo de Arqueología y Antropología de la Universidad Nacional Mayor de San Marcos fue fundado por el Dr. Julio C. Tello en 1919.|Puedes observar sus colecciones que abarcan dirversos objetos culturales como: líticos, textiles, cerámicas, metales o material orgánico|-77.03223400000002|-12.054405000000001|Lima|Manifestaciones culturales
PLAZA SAN MARTÍN|Libre|0|Todo el Año las 24 horas del día| - |La Plaza San Martín fue inaugurada por el Presidente Augusto B. Leguía el 27 de julio de 1921, como parte de las celebraciones del centenario de la Independencia de nuestro país. La creación de la plaza se dio gracias a la cesión de los terrenos por parte del Estado y de la Municipalidad de Lima. El trazado, ornamentación, mobiliario y jardinería de la plaza fue diseñado por Manuel Piqueras Cotolí, quien buscó dar homenaje al Libertador Don José de San Martín. La edificación de la plaza cuenta con 16 bancas de mármol, 4 fuentes de agua, faroles de bronce y jardines. El monumento principal al General San Martín es de 16 metros de alto. La plaza guarda una unidad por medio de la uniformidad entre sus fachadas. En cuanto a la edificaciones que la rodean, el Teatro Colón y el edificio Giacoletti, construidos ambos en 1914 y originalmente de estilo Art Nouveau, existieron desde antes de la construcción de la plaza. El resto de edificios se construyeron posteriormente en tres etapas: la primera correspondió al Hotel Bolívar (1924-1925), obra de Rafael Marquina; en la segunda se hicieron los edificios de los portales de Zela y Pumacahua (1926) diseño también de Rafael Marquina, y el Club Nacional (1929) por Ricardo Malachowski y Enrique Bianchi en estilo Académico Francés; y en la última etapa (1935-1945) se consolidaron los frentes de la plaza con la elevación de los edificios del Cine Metro, Fénix, Boza y Sudamérica, estos dos últimos de estilo Neocolonial. Adicionalmente, entre el jirón de La Unión y la avenida Nicolás de Piérola se ubica el farol de las “Tres Gracias”, réplica del artista francés Jean Goujon.|La Plaza San Martín fue inaugurada por el Presidente Augusto B. Leguía el 27 de julio de 1921, en homenaje al Libertador Don José de San Martín. |Podras pasear por los jardines que cuentan con 16 bancas de mármol, 4 fuentes de agua, faroles de bronce y una estatua central.|-77.03466999999999|-12.051617|Lima|Manifestaciones culturales
MUSEO POSTAL Y FILATÉLICO DEL PERÚ|Libre|0|Todo el Año de Martes a Domingo 9:00am - 5:00pm| - |"El Museo Postal y Filatélico del Perú, es uno de los museos más antiguos en su género existente en el continente americano, fue creado por Resolución Suprema del 31 de mayo de 1931, bajo la denominación ""Museo Filatélico del Perú"" como dependencia del Correo Nacional, siendo su primer jefe Don Víctor Chávez Zamudio. El Museo Postal y Filatélico del Perú es el depositario de los bienes filatélicos que conforman lo que ha venido en denominarse la Colección Oficial de Sellos Postales del país, este patrimonio está conformado por una diversidad de bienes entre los que pueden señalarse los siguientes: piezas pre-filatélicas, sellos postales, carnés, tarjetas máximas, sobres del día de emisión, sobres conmemorativos, y otros de naturaleza filatélica. Entre aquellos bienes que sin tener naturaleza filatélica, son parte del patrimonio del Museo, ligado a su razón de ser, entre los que se pueden señalar los matasellos ordinarios, matasellos de día de emisión, matasellos conmemorativos, las medallas, diplomas, objetos antiguos, libros, revistas, folletos, etc. En tal sentido, la colección oficial es muy rica conteniendo también importantes documentos históricos, sobres pre-filatélicos de los siglos XVIII y XIX, sellos postales peruanos clásicos (1857- 1887), sellos postales clásicos del mundo, matasellos del día de emisión, matasellos conmemorativos desde 1969, antiguos buzones de cartas, telégrafos, maquinas flanqueadoras, carretas del correo del siglo pasado (1827), sellos postales emitidos por los 189 países que conforman hoy en día la Unión Postal Universal (UPU)."|"El Museo Postal y Filatélico del Perú  fue creado por Resolución Suprema del 31 de mayo de 1931, bajo la denominación ""Museo Filatélico del Perú"" "|Podras ver importantes documentos históricos, sobres pre-filatélicos de los siglos XVIII y XIX, sellos postales peruanos clásicos, sellos postales clásicos del mundo, matasellos del día de emisión, matasellos conmemorativos desde 1969, antiguos buzones de cartas, telégrafos y mucho mas.|-77.03121099999998|-12.044692|Lima|Manifestaciones culturales
MUSEO JOSEFINA RAMOS DE COX|Libre|0|Todo el Año de Lunes a viernes de 09:00 a.m. - 05:00 p.m.| - |La arqueóloga Josefina Ramos de Cox realizó excavaciones, desde 1958, en los sitios arqueológicos de Lurín, Atocongo y Pando, en Lima. Junto a la historiadora María Rostworowski. En 1971 Josefina Ramos fundó el Museo de Arqueología del Instituto Riva-Agüero, el cual posteriormente llevaría su nombre. El Museo de Arqueología Josefina Ramos de Cox se encarga de investigar, preservar y promover el patrimonio arqueológico de la cultura Lima, producto de los hallazgos arqueológicos en las zonas referidas de los valles de los ríos Rímac y Lurín. También cuenta con colecciones arqueológicas procedentes de investigaciones realizadas en el valle de Huaura (Lima), Supe (Lima), valle del Santa (Ancash), valle de Chao (La Libertad), Sechura (Piura) y Lago Sandoval (Madre de Dios); así como colecciones de ceramios Chancay, Nazca, Paracas y Chimú, obtenidos mediante donaciones de coleccionistas particulares. El museo pertenece a la Red de Museos del Centro Histórico de Lima y presenta colecciones de arqueología prehispánica a través de tres espacios con las siguientes exposiciones: la exposición denominada “La Ciudadela de Maranga”, con piezas arqueológicas como objetos metalúrgicos, cerámicas y textiles (entre los años 1000 y 1532 de nuestra era), encontradas en el Complejo Arqueológico Pando (Distrito de San Miguel, Lima) en la década de 1960; la exposición “Tablada de Lurín”(entre los 1500 a. C. y los 700 de nuestra era). La exposición “Huaca Santa Cruz”, conformada por piezas de cerámica provenientes de la indicada zona arqueológica (Distrito de San Isidro, Lima) y pertenecientes a los períodos Intermedio Tardío y Tardío. Estas exposiciones permanentes muestran parte de la Cultura Lima (100-650 d. C.) y el Señorío Ychsma (900-1470 d. C.), quienes ocuparon principalmente el territorio que actualmente corresponde a la ciudad de Lima Metropolitana. Las piezas son bienes materiales muebles en buen estado de conservación, ya que provienen de excavaciones arqueológicas pacientemente ejecutadas por el Seminario de Arqueología del Instituto Riva Agüero y están constituidas principalmente por piezas de cerámica utilitaria prehispánica “Lima” e “Ychsma”, ambos, grupos prehispánicos desarrollados en nuestra ciudad.| El Museo de Arqueología Josefina Ramos de Cox se encarga de investigar, preservar y promover el patrimonio arqueológico de la cultura Lima.|Podras ver diversas colecciones arqueológicas y colecciones de arqueología prehispánica que provienen de excavaciones arqueológicas pacientemente ejecutadas por el Seminario de Arqueología |-77.03777582209017|-12.052812853894393|Lima|Manifestaciones culturales
